hgnc_id,symbol,locus_type,seq_region,start,stop
"31724","MIR4527HG","RNA, long non-coding","18","47285725","47594550"
"31729","DIPK1C","gene with protein product","18","74434775","74457944"
"31731","PA2G4P3","pseudogene","18","27452514","27453657"
"31732","ARIH2P1","pseudogene","18","28651732","28653208"
"31733","HSPA9P2","pseudogene","","",""
"31734","SDHCP1","pseudogene","18","68866517","68867028"
"31735","FAM149B1P1","pseudogene","15","96756987","96758596"
"31736","CKMT1A","gene with protein product","15","43692886","43699222"
"31737","SINHCAFP2","pseudogene","18","60016778","60017441"
"31738","LSM6P1","pseudogene","","",""
"31739","EFL1P1","pseudogene","15","84080168","84165291"
"31741","USP9YP1","pseudogene","Y","18540980","18544128"
"31742","USP9YP2","pseudogene","Y","18776279","18779427"
"31743","TAF9P1","pseudogene","Y","17628513","17629402"
"31744","TAF9P2","pseudogene","Y","18276607","18277495"
"31745","PPDPFL","gene with protein product","8","49054311","49076093"
"31746","PLAC8L1","gene with protein product","5","146084313","146105577"
"31748","SCGB1D4","gene with protein product","11","62296281","62299075"
"31749","ZCCHC13","gene with protein product","X","74304180","74305034"
"31750","SAMD12","gene with protein product","8","118189455","118622112"
"31751","VCY1B","gene with protein product","Y","14056227","14056958"
"31752","USP10P1","pseudogene","","",""
"31754","TLR12P","pseudogene","1","33466249","33468954"
"31759","MIR133B","RNA, micro","6","52148923","52149041"
"31760","MIR135B","RNA, micro","1","205448302","205448398"
"31761","MIR148B","RNA, micro","12","54337216","54337314"
"31762","MIR151A","RNA, micro","8","140732564","140732653"
"31763","MIR302B","RNA, micro","4","112648485","112648557"
"31764","MIR302C","RNA, micro","4","112648363","112648430"
"31765","MIR302D","RNA, micro","4","112648004","112648071"
"31766","MIR323A","RNA, micro","14","101025732","101025817"
"31767","MIR324","RNA, micro","17","7223297","7223379"
"31768","MIR325","RNA, micro","X","77005404","77005501"
"31769","MIR326","RNA, micro","11","75335092","75335186"
"31770","MIR328","RNA, micro","16","67202321","67202395"
"31771","MIR330","RNA, micro","19","45638994","45639087"
"31772","MIR331","RNA, micro","12","95308420","95308513"
"31773","MIR335","RNA, micro","7","130496111","130496204"
"31774","MIR337","RNA, micro","14","100874493","100874585"
"31775","MIR338","RNA, micro","17","81125883","81125949"
"31776","MIR339","RNA, micro","7","1022933","1023026"
"31777","MIR340","RNA, micro","5","180015303","180015397"
"31778","MIR342","RNA, micro","14","100109655","100109753"
"31779","MIR345","RNA, micro","14","100307859","100307956"
"31780","MIR346","RNA, micro","10","86264694","86264788"
"31781","MIR367","RNA, micro","4","112647874","112647941"
"31782","MIR376C","RNA, micro","14","101039690","101039755"
"31783","MIR369","RNA, micro","14","101065598","101065667"
"31784","MIR370","RNA, micro","14","100911139","100911213"
"31785","MIR371A","RNA, micro","19","53787675","53787741"
"31786","MIR372","RNA, micro","19","53787890","53787956"
"31787","MIR373","RNA, micro","19","53788705","53788773"
"31788","MIR374A","RNA, micro","X","74287286","74287357"
"31789","ATP13A5","gene with protein product","3","193274789","193378820"
"31790","MIR196B","RNA, micro","7","27169480","27169563"
"31791","FAM43B","gene with protein product","1","20552573","20555020"
"31792","BOD1L1","gene with protein product","4","13568738","13627725"
"31793","DENND10","gene with protein product","10","119104086","119137984"
"31794","RWDD1P3","pseudogene","","",""
"31795","NCBP2L","gene with protein product","X","107774899","107795829"
"31796","TCHHL1","gene with protein product","1","152084141","152089064"
"31797","SUPT20HL2","gene with protein product","X","24308210","24314069"
"31798","DEFA7P","pseudogene","8","7038571","7039439"
"31799","DEFA8P","pseudogene","8","6950726","6951599"
"31800","DEFA9P","pseudogene","8","6959289","6960161"
"31801","DEFA10P","pseudogene","8","6968141","6969113"
"31802","NSUN4","gene with protein product","1","46340789","46365152"
"31803","SNORD14B","RNA, small nucleolar","11","17075779","17075868"
"31804","PAGE2","gene with protein product","X","55089018","55092842"
"31805","PAGE2B","gene with protein product","X","55075030","55078909"
"31806","LCEP1","pseudogene","1","152744299","152744606"
"31807","LCEP2","pseudogene","1","152737518","152737868"
"31808","LCEP4","pseudogene","1","152644393","152644717"
"31809","LCEP3","pseudogene","1","152656332","152656501"
"31810","DCAF8L1","gene with protein product","X","27977992","27981449"
"31811","DCAF8L2","gene with protein product","X","27590344","27749942"
"31813","ARHGAP27","gene with protein product","17","45393902","45434421"
"31814","LINGO4","gene with protein product","1","151800264","151805419"
"31815","IQCF2","gene with protein product","3","51861615","51863424"
"31816","IQCF3","gene with protein product","3","51826883","51830856"
"31817","RPS26P11","pseudogene","X","72044545","72044892"
"31818","GEMIN8P1","pseudogene","15","69803316","69804046"
"31819","ACTBP10","pseudogene","","",""
"31820","ACTR3P1","pseudogene","","",""
"31821","RPS26P9","pseudogene","","",""
"31822","PLCXD3","gene with protein product","5","41306952","41510628"
"31823","KPRP","gene with protein product","1","152759561","152762052"
"31824","LCE6A","gene with protein product","1","152842856","152843983"
"31825","LINC00302","RNA, long non-coding","","",""
"31826","PDCL3P1","pseudogene","8","60387262","60387995"
"31827","OCIAD2P1","pseudogene","","",""
"31828","ERVK-7","endogenous retrovirus","","",""
"31830","MICU2","gene with protein product","13","21492691","21604181"
"31833","RAC1P3","pseudogene","13","41287741","41288320"
"31834","ZNF641","gene with protein product","12","48337180","48351414"
"31835","HS6ST1P1","pseudogene","1","21428303","21429536"
"31836","HDGFP1","pseudogene","X","131646639","131646890"
"31837","EIF4E3","gene with protein product","3","71675414","71754773"
"31838","VCX3B","gene with protein product","X","8464830","8466510"
"31839","NOTO","gene with protein product","2","73202574","73212513"
"31843","LINC00106","RNA, long non-coding","X","1396427","1399402"
"31845","PABPC5-AS1","RNA, long non-coding","X","91414878","91434999"
"31849","F8A2","gene with protein product","X","155382095","155383801"
"31850","F8A3","gene with protein product","X","155456914","155458620"
"31851","CENPVL1","gene with protein product","X","51710512","51712131"
"31852","PABPC1L2B","gene with protein product","X","73002939","73006106"
"31853","ADAL","gene with protein product","15","43330672","43354569"
"31854","LAMTOR5P1","pseudogene","1","62038842","62039111"
"31855","PYY3","pseudogene","X","50156159","50156371"
"31859","TRIM67","gene with protein product","1","231162058","231221565"
"31860","FAM53A","gene with protein product","4","1617915","1684313"
"31861","SRRM1P1","pseudogene","","",""
"31862","NOTCH2NLA","gene with protein product","1","146146203","146229041"
"31863","GUCY2GP","pseudogene","10","112308181","112356574"
"31864","MT1HL1","gene with protein product","1","237004103","237004441"
"31865","MTHFD2L","gene with protein product","4","74114174","74303099"
"31867","MIR361","RNA, micro","X","85903636","85903707"
"31868","MIR375","RNA, micro","2","219001645","219001708"
"31869","MIR376A1","RNA, micro","14","101040782","101040849"
"31870","MIR377","RNA, micro","14","101062050","101062118"
"31871","MIR378A","RNA, micro","5","149732825","149732890"
"31872","MIR379","RNA, micro","14","101022066","101022132"
"31873","MIR380","RNA, micro","14","101025017","101025077"
"31874","MIR381","RNA, micro","14","101045920","101045994"
"31875","MIR382","RNA, micro","14","101054306","101054381"
"31876","MIR383","RNA, micro","8","14853438","14853510"
"31878","MIR384","RNA, micro","X","76919273","76919360"
"31879","MIR422A","RNA, micro","15","63870930","63871019"
"31880","MIR423","RNA, micro","17","30117079","30117172"
"31881","MIR424","RNA, micro","X","134546614","134546711"
"31882","MIR425","RNA, micro","3","49020148","49020234"
"31884","SEC11B","pseudogene","8","54522799","54523297"
"31885","SPCS2P1","pseudogene","15","43131008","43131686"
"31886","TSPAN19","gene with protein product","12","85014311","85036277"
"31887","TTTY6B","RNA, long non-coding","Y","22144966","22146831"
"31888","TTTY3B","RNA, long non-coding","Y","23936727","23941622"
"31889","TTTY17B","RNA, long non-coding","Y","24485332","24486463"
"31890","TTTY17C","RNA, long non-coding","Y","25182277","25213389"
"31891","TTTY4B","RNA, long non-coding","Y","24570202","24607025"
"31892","TTTY4C","RNA, long non-coding","Y","25063083","25099892"
"31893","RPL31P9","pseudogene","18","67137611","67137751"
"31894","SLC25A53","gene with protein product","X","104099214","104157009"
"31895","SCGB2B3P","pseudogene","19","34645662","34646070"
"31898","SCGB2B1P","pseudogene","","",""
"31900","COP1P1","pseudogene","18","8412129","8414304"
"31901","TMCC1P1","pseudogene","8","105194990","105196969"
"31902","CABYRP1","pseudogene","3","54047749","54048793"
"31904","GAGE12D","gene with protein product","X","49541733","49549094"
"31905","GAGE12E","gene with protein product","X","49551289","49558645"
"31906","GAGE12F","gene with protein product","X","49551278","49568218"
"31907","GAGE12G","gene with protein product","X","49570400","49577754"
"31908","GAGE12H","gene with protein product","X","49579949","49587301"
"31909","MAGEA9B","gene with protein product","X","149581653","149587459"
"31910","FCRL6","gene with protein product","1","159800511","159816257"
"31911","RGL4","gene with protein product","22","23688136","23699176"
"31913","SNX29P1","pseudogene","16","21376648","21386064"
"31914","SNX29P2","pseudogene","16","29350746","29370272"
"31918","DEFB107B","gene with protein product","8","7495911","7509311"
"31920","CST12P","pseudogene","20","23475700","23479798"
"31921","SLC25A35","gene with protein product","17","8287763","8295400"
"31922","ERC2","gene with protein product","3","55508311","56468467"
"31923","LCA5","gene with protein product","6","79484991","79537458"
"31924","TAAR4P","pseudogene","6","132594398","132595436"
"31925","TAAR7P","pseudogene","6","132559024","132559265"
"31926","METTL15P1","pseudogene","3","156713884","156714928"
"31927","ROPN1B","gene with protein product","3","125969160","125983454"
"31928","NBEAL2","gene with protein product","3","46979666","47009704"
"31930","ZNF662","gene with protein product","3","42906142","42919334"
"31931","TSSK5P","pseudogene","8","144141214","144143664"
"31932","NTMT2","gene with protein product","1","170145959","170168866"
"31934","TMPRSS11CP","pseudogene","4","67766480","67773854"
"31940","OR9G9","gene with protein product","","",""
"31948","CEACAM16","gene with protein product","19","44699151","44710718"
"31949","CEACAM18","gene with protein product","19","51478622","51490952"
"31950","LINC00251","RNA, long non-coding","8","65161145","65184210"
"31951","CEACAM19","gene with protein product","19","44662278","44684359"
"31952","KLHL33","gene with protein product","14","20425852","20436166"
"31953","LEUTX","gene with protein product","19","39776595","39786291"
"31955","PABPC4L","gene with protein product","4","134196333","134201789"
"31956","DUTP1","pseudogene","3","125310881","125311350"
"31957","GAGE2B","gene with protein product","","",""
"31958","GAGE2C","gene with protein product","","",""
"31959","GAGE2D","gene with protein product","","",""
"31960","GAGE2E","gene with protein product","X","49341192","49345922"
"31962","FAM156B","gene with protein product","X","52891306","52908560"
"31963","PSMB11","gene with protein product","14","23042212","23044060"
"31964","FAM226B","RNA, long non-coding","X","72777608","72779097"
"31966","CLEC12B","gene with protein product","12","10010627","10018796"
"31967","UCKL1-AS1","RNA, long non-coding","20","63953384","63956985"
"31969","FBXO47","gene with protein product","17","38936432","38967403"
"31970","CAP1P2","pseudogene","10","43604843","43606251"
"31971","PRAMEF4","gene with protein product","1","12879212","12886201"
"31972","GOLGA8A","gene with protein product","15","34379068","34437808"
"31973","GOLGA8B","gene with protein product","15","34525095","34588503"
"31974","PDZK1P1","pseudogene","1","147993862","148014956"
"31976","AQP7P3","pseudogene","9","65878766","65894790"
"31978","CBWD6","gene with protein product","9","41131306","41199261"
"31979","ANKRD20A2P","pseudogene","9","40223285","40266845"
"31980","ANKRD20A7P","pseudogene","9","42830337","42950827"
"31981","ANKRD20A3P","pseudogene","9","66106815","66179474"
"31982","ANKRD20A4P","pseudogene","9","64369394","64413142"
"31983","NEXN-AS1","RNA, long non-coding","1","77881348","77889539"
"31984","GPR89A","gene with protein product","1","145607988","145670650"
"31986","FOXD4L6","gene with protein product","9","41126435","41128681"
"31987","NBPF2P","pseudogene","1","21424625","21427967"
"31988","NBPF6","gene with protein product","1","108450282","108471920"
"31989","NBPF7P","pseudogene","1","119834870","119844514"
"31990","NBPF8","unknown","1","120419850","120467739"
"31991","NBPF9","gene with protein product","1","149054027","149103561"
"31992","NBPF10","gene with protein product","1","146064711","146229000"
"31993","NBPF11","gene with protein product","1","148102047","148152322"
"31995","NBPF13P","pseudogene","1","147099482","147124285"
"31997","NBPF17P","pseudogene","1","143595216","143635641"
"31998","NBPF18P","pseudogene","1","152018662","152022508"
"31999","NBPF19","gene with protein product","1","149475045","149556361"
"32000","NBPF20","gene with protein product","1","145289900","145405567"
"32001","NBPF21P","pseudogene","3","36616006","36637457"
"32003","SPATA31A3","gene with protein product","9","66986304","66992583"
"32005","SPATA31A5","gene with protein product","9","60914407","60920653"
"32006","SPATA31A6","gene with protein product","9","42183659","42189887"
"32007","SPATA31A7","gene with protein product","9","61190003","61196280"
"32008","TMEM120B","gene with protein product","12","121712752","121783001"
"32009","IFNNP1","pseudogene","9","21058771","21059323"
"32012","SLAMF6P1","pseudogene","1","162445549","162446566"
"32013","FAM27E2","RNA, long non-coding","","",""
"32015","FAM27D1","RNA, long non-coding","","",""
"32016","ACSM4","gene with protein product","12","7304072","7328719"
"32017","ACSM2A","gene with protein product","16","20451461","20487669"
"32018","MIR29B2CHG","RNA, long non-coding","1","207801518","207879115"
"32019","SERTAD4-AS1","RNA, long non-coding","1","210231456","210234047"
"32020","DUSP5P1","pseudogene","1","228650241","228651379"
"32022","MIR362","RNA, micro","X","50008964","50009028"
"32023","MIR363","RNA, micro","X","134169378","134169452"
"32024","MIR20B","RNA, micro","X","134169809","134169877"
"32025","MIR18B","RNA, micro","X","134170041","134170111"
"32026","MIR433","RNA, micro","14","100881886","100881978"
"32027","MIR431","RNA, micro","14","100881007","100881120"
"32028","LINC00051","RNA, long non-coding","8","142198356","142209003"
"32029","FAM74A1","RNA, long non-coding","9","39371065","39376916"
"32031","FAM74A3","RNA, long non-coding","9","66976520","66976991"
"32032","FAM74A4","RNA, long non-coding","9","61205258","61212373"
"32033","ZNF658B","pseudogene","9","39443815","39508885"
"32034","ZNF697","gene with protein product","1","119619377","119648266"
"32035","CNTNAP3B","gene with protein product","9","41890314","42129510"
"32036","NUDT19","gene with protein product","19","32691821","32713792"
"32037","AADACL3","gene with protein product","1","12716110","12728760"
"32038","AADACL4","gene with protein product","1","12644085","12667076"
"32040","LINC02868","RNA, long non-coding","1","116694112","116706603"
"32041","ADAMTSL4-AS1","RNA, long non-coding","1","150560202","150562115"
"32042","LINC02817","RNA, long non-coding","1","221330080","221336489"
"32043","CD164L2","gene with protein product","1","27379176","27383333"
"32044","C1orf141","gene with protein product","1","67092165","67231853"
"32045","LINC02869","RNA, long non-coding","1","218459265","218525978"
"32046","LELP1","gene with protein product","1","153203430","153205120"
"32047","OBSCN-AS1","RNA, long non-coding","1","228203503","228213664"
"32048","AQP7P1","pseudogene","9","63317067","63333091"
"32049","AQP7P2","pseudogene","9","64621560","64637586"
"32050","MIR329-1","RNA, micro","14","101026785","101026864"
"32051","MIR329-2","RNA, micro","14","101027100","101027183"
"32053","MIR451A","RNA, micro","17","28861369","28861440"
"32054","MIR452","RNA, micro","X","151959628","151959712"
"32055","MIR409","RNA, micro","14","101065300","101065378"
"32056","AQP7P4","pseudogene","9","63127359","63143401"
"32057","PRR9","gene with protein product","1","153217584","153219310"
"32058","ZYG11A","gene with protein product","1","52842511","52894998"
"32060","H3-7","gene with protein product","1","143894544","143905977"
"32061","C1orf147","unknown","1","206491116","206497728"
"32062","IBA57-DT","RNA, long non-coding","1","228164086","228165512"
"32063","VSIG8","gene with protein product","1","159854316","159862657"
"32064","MIR412","RNA, micro","14","101065447","101065537"
"32065","MIR410","RNA, micro","14","101065912","101065991"
"32066","MIR376B","RNA, micro","14","101040436","101040535"
"32067","MIR485","RNA, micro","14","101055419","101055491"
"32068","MICOS10","gene with protein product","1","19484403","19629821"
"32069","LDLRAD1","gene with protein product","1","54007298","54018186"
"32070","LYSMD1","gene with protein product","1","151159748","151165948"
"32071","LDLRAD2","gene with protein product","1","21812265","21825225"
"32073","MIR488","RNA, micro","1","177029363","177029445"
"32074","MIR489","RNA, micro","7","93483936","93484019"
"32075","MIR490","RNA, micro","7","136903167","136903294"
"32076","MIR491","RNA, micro","9","20716105","20716188"
"32077","MIR511","RNA, micro","10","17845107","17845193"
"32079","MIR146B","RNA, micro","10","102436512","102436584"
"32080","MIR202","RNA, micro","10","133247511","133247620"
"32081","MIR492","RNA, micro","12","94834398","94834513"
"32082","MIR493","RNA, micro","14","100869060","100869148"
"32083","MIR432","RNA, micro","14","100884483","100884576"
"32084","MIR494","RNA, micro","14","101029634","101029714"
"32085","MIR495","RNA, micro","14","101033755","101033836"
"32086","MIR496","RNA, micro","14","101060573","101060674"
"32087","MIR193B","RNA, micro","16","14303967","14304049"
"32088","MIR497","RNA, micro","17","7017911","7018022"
"32089","MIR181D","RNA, micro","19","13874875","13875011"
"32090","MIR512-1","RNA, micro","19","53666679","53666762"
"32091","MIR512-2","RNA, micro","19","53669157","53669254"
"32092","MIR498","RNA, micro","19","53674197","53674320"
"32093","MIR520E","RNA, micro","19","53675711","53675797"
"32094","MIR515-1","RNA, micro","19","53679003","53679085"
"32095","MIR519E","RNA, micro","19","53679940","53680023"
"32096","MIR520F","RNA, micro","19","53682159","53682245"
"32097","MIR515-2","RNA, micro","19","53685009","53685091"
"32098","MIR519C","RNA, micro","19","53686469","53686555"
"32099","MIR520A","RNA, micro","19","53690881","53690965"
"32100","MIR526B","RNA, micro","19","53694393","53694475"
"32101","MIR519B","RNA, micro","19","53695213","53695293"
"32102","MIR525","RNA, micro","19","53697533","53697617"
"32103","MIR523","RNA, micro","19","53698385","53698471"
"32104","MIR518F","RNA, micro","19","53700015","53700101"
"32105","MIR520B","RNA, micro","19","53701227","53701287"
"32106","MIR518B","RNA, micro","19","53702737","53702819"
"32107","MIR526A1","RNA, micro","19","53706252","53706336"
"32108","MIR520C","RNA, micro","19","53707453","53707539"
"32109","MIR518C","RNA, micro","19","53708735","53708835"
"32110","MIR524","RNA, micro","19","53711002","53711088"
"32111","MIR517A","RNA, micro","19","53712268","53712354"
"32112","MIR519D","RNA, micro","19","53713347","53713434"
"32113","MIR521-2","RNA, micro","19","53716594","53716680"
"32114","MIR520D","RNA, micro","19","53720096","53720182"
"32115","MIR517B","RNA, micro","19","53721076","53721142"
"32116","MIR520G","RNA, micro","19","53722166","53722255"
"32117","MIR516B2","RNA, micro","19","53725442","53725526"
"32118","MIR526A2","RNA, micro","19","53726922","53726986"
"32119","MIR518E","RNA, micro","19","53729838","53729925"
"32120","MIR518A1","RNA, micro","19","53731006","53731090"
"32121","MIR518D","RNA, micro","19","53734877","53734963"
"32122","MIR516B1","RNA, micro","19","53736845","53736934"
"32123","MIR518A2","RNA, micro","19","53739333","53739419"
"32124","MIR517C","RNA, micro","19","53741313","53741407"
"32125","MIR520H","RNA, micro","19","53742512","53742599"
"32126","MIR521-1","RNA, micro","19","53748636","53748722"
"32127","MIR522","RNA, micro","19","53751211","53751297"
"32128","MIR519A1","RNA, micro","19","53752397","53752481"
"32129","MIR527","RNA, micro","19","53754018","53754102"
"32130","MIR516A1","RNA, micro","19","53756741","53756830"
"32131","MIR516A2","RNA, micro","19","53761133","53761222"
"32132","MIR519A2","RNA, micro","19","53762344","53762430"
"32133","MIR499A","RNA, micro","20","34990376","34990497"
"32134","MIR500A","RNA, micro","X","50008431","50008514"
"32135","MIR501","RNA, micro","X","50009722","50009805"
"32136","MIR502","RNA, micro","X","50014598","50014683"
"32137","MIR450A2","RNA, micro","X","134540508","134540607"
"32138","MIR503","RNA, micro","X","134546328","134546398"
"32139","MIR504","RNA, micro","X","138667711","138667793"
"32140","MIR505","RNA, micro","X","139924148","139924231"
"32141","MIR513A1","RNA, micro","X","147213463","147213591"
"32142","MIR513A2","RNA, micro","X","147225826","147225952"
"32143","MIR506","RNA, micro","X","147230720","147230843"
"32144","MIR507","RNA, micro","X","147230984","147231077"
"32145","MIR508","RNA, micro","X","147236913","147237027"
"32146","MIR509-1","RNA, micro","X","147260532","147260625"
"32147","MIR510","RNA, micro","X","147272335","147272408"
"32148","MIR514A1","RNA, micro","X","147279247","147279344"
"32149","MIR514A2","RNA, micro","X","147281943","147282030"
"32150","MIR514A3","RNA, micro","X","147284641","147284728"
"32151","ATAD3C","gene with protein product","1","1449689","1470163"
"32152","APOBEC4","gene with protein product","1","183646275","183653316"
"32153","CCT8L1P","pseudogene","7","152445477","152447150"
"32156","LRRC52","gene with protein product","1","165544000","165563957"
"32158","RAD21-AS1","RNA, long non-coding","8","116874424","116876868"
"32159","MTG1","gene with protein product","10","133394094","133422520"
"32160","FAM85B","RNA, long non-coding","8","8167819","8226614"
"32166","DPRX","gene with protein product","19","53632056","53637009"
"32167","DPRXP1","pseudogene","2","186488624","186489083"
"32168","DPRXP2","pseudogene","6","35989515","35991374"
"32169","DPRXP3","pseudogene","14","35222174","35222746"
"32170","DPRXP4","pseudogene","17","30975387","30975954"
"32171","DPRXP5","pseudogene","21","36943267","36944125"
"32172","DPRXP6","pseudogene","X","40758483","40759050"
"32173","DPRXP7","pseudogene","X","112319952","112320417"
"32174","TPRX1","gene with protein product","19","47801243","47819051"
"32175","TPRX2","gene with protein product","19","47860113","47861512"
"32176","TPRX1P1","pseudogene","10","79499666","79499984"
"32178","TPRXL","pseudogene","3","13937273","14082811"
"32179","DUXA","gene with protein product","19","57154021","57167485"
"32180","DUXAP1","pseudogene","2","84750769","84751231"
"32181","DUXAP2","pseudogene","8","101366417","101367005"
"32182","DUXAP3","pseudogene","10","42747544","42748687"
"32183","DUXAP4","pseudogene","10","45055656","45056268"
"32184","DUXAP5","pseudogene","11","119444991","119445519"
"32185","DUXAP6","pseudogene","15","92281484","92282084"
"32186","DUXAP7","pseudogene","20","18642782","18643634"
"32187","DUXAP8","pseudogene","22","15826566","15827187"
"32188","DUXAP9","pseudogene","14","19062316","19131167"
"32189","DUXAP10","pseudogene","","",""
"32190","PVRIG","gene with protein product","7","100218241","100221490"
"32191","UGT1A13P","pseudogene","2","233647926","233649026"
"32195","UBE2MP1","pseudogene","16","35169692","35170241"
"32196","UBE2SP2","pseudogene","17","18677261","18677757"
"32198","UBE2WP1","pseudogene","1","96418594","96418933"
"32199","UBE2E4P","pseudogene","X","14244382","14244928"
"32200","LINC02905","RNA, long non-coding","","",""
"32201","RPS26P10","pseudogene","","",""
"32202","IFITM8P","pseudogene","8","63409064","63409457"
"32203","NMS","gene with protein product","2","100470482","100483280"
"32204","GOLGA6D","gene with protein product","15","75282835","75295807"
"32205","GOLGA6B","gene with protein product","15","72654697","72669599"
"32206","GOLGA6C","gene with protein product","15","75258334","75273455"
"32207","LIN28B","gene with protein product","6","104936616","105083332"
"32208","FMO7P","pseudogene","1","166474745","166481565"
"32209","FMO8P","pseudogene","1","166566178","166580705"
"32210","FMO9P","pseudogene","1","166603916","166631400"
"32211","FMO10P","pseudogene","1","166665885","166682196"
"32212","FMO11P","pseudogene","1","166763334","166792767"
"32213","DIPK1A","gene with protein product","1","92832737","92961522"
"32214","VENTXP5","pseudogene","8","33722305","33723079"
"32216","VENTXP6","pseudogene","8","73651289","73651602"
"32217","PA2G4P4","pseudogene","3","156809551","156810732"
"32218","PA2G4P5","pseudogene","6","112616703","112617880"
"32219","PA2G4P6","pseudogene","9","89449558","89450754"
"32220","CYB5RL","gene with protein product","1","54169651","54200036"
"32221","EEF2KMT","gene with protein product","16","5084284","5097795"
"32222","FAM86B2","gene with protein product","8","12424411","12436406"
"32224","INCA1","gene with protein product","17","4988130","4997610"
"32225","WIPI2","gene with protein product","7","5190196","5233840"
"32231","DEFA1A3","region","","",""
"32233","C8orf58","gene with protein product","8","22599599","22604150"
"32234","HNRNPA1P4","pseudogene","8","82291624","82292379"
"32235","RBIS","gene with protein product","8","85214048","85220421"
"32236","FAM87B","RNA, long non-coding","1","817371","819837"
"32237","SERINC4","gene with protein product","15","43794162","43800220"
"32239","REXO1L2P","pseudogene","8","85775106","85779090"
"32240","REXO1L3P","pseudogene","8","85654684","85658514"
"32241","REXO1L4P","pseudogene","8","85802574","85806435"
"32242","REXO1L5P","pseudogene","8","85814767","85818783"
"32243","REXO1L6P","pseudogene","8","85826865","85828467"
"32246","FAM90A25P","pseudogene","8","12415080","12418090"
"32247","SERBP1P1","pseudogene","X","68783472","68785066"
"32248","ANO7L1","pseudogene","1","16215907","16228027"
"32249","PATE2","gene with protein product","11","125776113","125778828"
"32250","FAM90A2P","pseudogene","8","12172761","12175771"
"32251","FAM90A3P","pseudogene","8","7264526","7267536"
"32252","FAM90A4P","pseudogene","8","7272148","7275158"
"32253","FAM90A5P","pseudogene","8","7287392","7290402"
"32254","FAM90A6P","pseudogene","8","7549053","7552062"
"32255","FAM90A7","gene with protein product","8","7556700","7559712"
"32256","FAM90A8","gene with protein product","8","7738387","7741396"
"32257","FAM90A9","gene with protein product","8","7761330","7764340"
"32258","FAM90A10","gene with protein product","8","7768977","7771988"
"32259","FAM90A11P","pseudogene","8","8011782","8017011"
"32260","FAM90A12P","pseudogene","8","8027077","8032305"
"32261","FAM90A13P","pseudogene","8","7279770","7282780"
"32262","FAM90A14","gene with protein product","8","7715443","7718453"
"32263","FAM90A15P","pseudogene","8","7256904","7259914"
"32264","FAM90A16","gene with protein product","8","7730739","7733749"
"32265","FAM90A17","gene with protein product","8","7746034","7749044"
"32266","FAM90A18","gene with protein product","8","7723091","7726101"
"32267","FAM90A19","gene with protein product","8","7753682","7756692"
"32268","FAM90A20P","pseudogene","8","7295014","7298024"
"32269","FAM90A21P","pseudogene","8","7564350","7567360"
"32270","FAM90A22","gene with protein product","8","7571995","7575006"
"32271","FAM90A23","gene with protein product","8","7579644","7582653"
"32272","FAM90A24P","pseudogene","8","8019429","8024652"
"32273","FAM91A3P","pseudogene","1","143766540","143769083"
"32275","TCF24","gene with protein product","8","66946501","66962591"
"32278","CIBAR1P1","pseudogene","15","41163162","41164374"
"32279","H2AZP2","pseudogene","8","70103798","70104179"
"32281","ZNF705A","gene with protein product","12","8157034","8188537"
"32283","ZNF705CP","pseudogene","8","12356136","12359391"
"32284","ZNF705B","gene with protein product","8","7926337","7952413"
"32286","ZNF723","gene with protein product","19","22832291","22858667"
"32287","CIBAR1P2","pseudogene","4","183037665","183040119"
"32291","ZNF704","gene with protein product","8","80628451","80874781"
"32292","LINC01298","RNA, long non-coding","8","95206876","95216525"
"32293","NTM-AS1","RNA, long non-coding","11","131622451","131663583"
"32295","LINC02912","RNA, long non-coding","8","127946559","127948723"
"32296","C8orf74","gene with protein product","8","10672628","10700590"
"32299","LINC00589","RNA, long non-coding","8","29673922","29748109"
"32300","SUB1P1","pseudogene","8","11790005","11790386"
"32302","ERVK-8","endogenous retrovirus","","",""
"32305","CFAP141","gene with protein product","1","154199085","154206333"
"32307","TMEM78","gene with protein product","1","229249636","229251810"
"32308","C1QTNF12","gene with protein product","1","1242446","1246722"
"32309","UBL4B","gene with protein product","1","110112443","110113947"
"32310","RBM12B","gene with protein product","8","93728155","93741017"
"32311","MBOAT4","gene with protein product","8","30131671","30144665"
"32312","OTUD6A","gene with protein product","X","70062457","70064179"
"32315","DYNLT4","gene with protein product","1","44805893","44807351"
"32317","SAR1AP3","pseudogene","4","120342056","120342647"
"32318","FAM95B1","RNA, long non-coding","9","40321299","40329221"
"32319","ANKRD20A20P","pseudogene","","",""
"32320","VEZF1P1","pseudogene","3","193155456","193157208"
"32322","SCX","gene with protein product","8","144266453","144268481"
"32324","LRRC55","gene with protein product","11","57181747","57191717"
"32325","CFAP126","gene with protein product","1","161364733","161367876"
"32326","IGSF9B","gene with protein product","11","133896438","133956968"
"32327","LURAP1","gene with protein product","1","46203334","46221256"
"32328","SSBP3-AS1","RNA, long non-coding","1","54236440","54239063"
"32331","CFAP276","gene with protein product","1","109105951","109113857"
"32332","TMEM51-AS2","RNA, long non-coding","1","15164344","15171317"
"32333","FAM138C","RNA, long non-coding","9","34394","37269"
"32334","FAM138A","RNA, long non-coding","1","34554","36081"
"32335","FAM138E","RNA, long non-coding","15","101954885","101956412"
"32337","TUBB8P11","pseudogene","1","873292","874349"
